aX,aY,aZ,gX,gY,gZ,label
0.1425,0.9453,-0.1347,2.66,-0.42,2.31,standing
0.1464,0.9511,-0.1362,2.87,-0.21,1.96,standing
0.1449,0.9506,-0.1254,2.52,-0.42,1.89,standing
0.142,0.9501,-0.1313,2.03,-0.77,2.1,standing
0.141,0.9501,-0.1342,2.24,-0.98,2.38,standing
0.1435,0.9482,-0.1308,2.17,-0.7,2.8,standing
0.1376,0.9501,-0.1293,1.89,-0.77,2.87,standing
0.1444,0.9496,-0.1352,0.98,-0.7,3.43,standing
0.1459,0.9433,-0.1362,1.4,-0.28,3.85,standing
0.1425,0.9457,-0.1415,2.45,-0.91,4.27,standing
0.1332,0.9536,-0.1332,1.54,-1.26,4.41,standing
0.1415,0.9516,-0.1357,0.77,-2.17,4.27,standing
0.1479,0.9482,-0.1293,1.33,-2.87,4.9,standing
0.1435,0.9482,-0.1288,0.63,-3.01,5.18,standing
0.1459,0.9511,-0.141,0.14,-4.13,4.27,standing
0.1566,0.9438,-0.1308,-0.28,-3.71,4.41,standing
0.1679,0.9409,-0.1298,1.12,-2.45,4.13,standing
0.1669,0.9501,-0.1244,1.61,-2.03,3.71,standing
0.161,0.9575,-0.1274,0.21,-2.03,3.08,standing
0.1562,0.9511,-0.1381,-1.19,-2.03,2.59,standing
0.1576,0.9418,-0.1347,0.35,-2.45,2.31,standing
0.1606,0.9374,-0.1269,1.75,-2.03,2.38,standing
0.164,0.9472,-0.1244,1.61,-1.89,1.89,standing
0.1679,0.9482,-0.1176,1.05,-1.33,1.33,standing
0.1708,0.9487,-0.124,0.91,-1.12,0.98,standing
0.162,0.9472,-0.124,1.26,-0.84,0.7,standing
0.161,0.9453,-0.1332,1.33,-1.12,0.21,standing
0.1674,0.9428,-0.1259,1.47,-0.7,0.0,standing
0.1688,0.9433,-0.1318,1.96,-0.42,-0.56,standing
0.163,0.9467,-0.1288,2.17,-0.28,-0.56,standing
0.1591,0.9482,-0.1254,1.96,-0.56,-0.7,standing
0.1576,0.9482,-0.1279,1.82,-0.84,-0.84,standing
0.1591,0.9472,-0.1274,1.47,-0.98,-1.05,standing
0.1571,0.9457,-0.1279,1.82,-1.12,-1.12,standing
0.1601,0.9448,-0.1322,2.31,-0.98,-1.05,standing
0.1596,0.9472,-0.1274,1.96,-0.91,-1.26,standing
0.1606,0.9467,-0.1279,1.82,-0.91,-1.33,standing
0.1552,0.9433,-0.1274,2.17,-0.63,-1.4,standing
0.1562,0.9457,-0.1298,2.24,-1.33,-1.47,standing
0.1606,0.9482,-0.1269,2.38,-1.61,-1.47,standing
0.161,0.9492,-0.1269,1.96,-0.77,-2.1,standing
0.1615,0.9467,-0.1249,2.1,-0.91,-2.52,standing
0.1601,0.9433,-0.1244,2.52,-1.12,-2.73,standing
0.1615,0.9453,-0.1274,2.73,-0.98,-2.73,standing
0.1625,0.9482,-0.123,2.73,-0.56,-2.8,standing
0.1581,0.9467,-0.1293,2.45,-0.7,-3.29,standing
0.1562,0.9467,-0.121,2.73,-0.77,-3.43,standing
0.1571,0.9472,-0.1313,2.59,-1.05,-3.64,standing
0.1547,0.9443,-0.124,3.08,-0.77,-4.13,standing
0.1542,0.9448,-0.1293,3.08,-0.84,-3.78,standing
0.1498,0.9472,-0.1298,3.5,-0.91,-3.99,standing
0.1464,0.9482,-0.1269,2.87,-1.4,-4.41,standing
0.1493,0.9487,-0.1264,3.22,-1.82,-4.55,standing
0.1508,0.9487,-0.1264,3.22,-1.68,-5.11,standing
0.1571,0.9487,-0.1244,3.22,-2.1,-5.18,standing
0.1571,0.9482,-0.1264,2.73,-1.47,-5.46,standing
0.1571,0.9477,-0.1283,2.94,-1.61,-6.16,standing
0.1479,0.9472,-0.1279,2.87,-1.33,-6.51,standing
0.1484,0.9467,-0.1313,3.22,-1.33,-6.86,standing
0.1425,0.9443,-0.1254,3.08,-1.82,-6.65,standing
0.1464,0.9433,-0.1303,3.64,-2.31,-6.58,standing
0.142,0.9472,-0.1274,4.13,-2.31,-6.79,standing
0.1454,0.9492,-0.1249,4.06,-2.03,-6.65,standing
0.1444,0.9506,-0.1249,3.5,-1.89,-6.51,standing
0.1401,0.9506,-0.1303,3.08,-1.61,-6.79,standing
0.1332,0.9443,-0.1322,3.64,-1.4,-6.65,standing
0.1313,0.9443,-0.1357,4.76,-1.54,-6.37,standing
0.1293,0.9501,-0.1342,4.2,-1.75,-5.81,standing
0.1298,0.9516,-0.1288,3.5,-1.68,-5.88,standing
0.1303,0.9477,-0.1366,3.36,-1.61,-5.46,standing
0.1308,0.9448,-0.1362,3.99,-1.33,-4.9,standing
0.1269,0.9482,-0.1347,4.55,-0.7,-4.62,standing
0.1264,0.9521,-0.1357,3.92,-0.42,-4.69,standing
0.1293,0.9506,-0.1366,3.85,-0.63,-4.41,standing
0.1308,0.9511,-0.1357,3.57,-0.07,-3.78,standing
0.1308,0.9492,-0.1342,4.06,0.21,-3.71,standing
0.1244,0.9492,-0.1342,3.92,0.49,-3.71,standing
0.0,0.9516,-0.1391,4.2,0.49,-3.5,standing
0.1249,0.9501,-0.1303,4.41,0.49,-3.22,standing
0.1235,0.9526,-0.1357,4.13,0.35,-2.8,standing
0.123,0.9506,-0.1347,4.06,0.0,-2.73,standing
0.1205,0.9472,-0.1366,4.2,-0.14,-2.66,standing
0.1196,0.9487,-0.1347,4.69,-0.49,-2.66,standing
0.123,0.9492,-0.1362,5.04,-0.77,-2.45,standing
0.1269,0.9511,-0.1352,4.9,-0.56,-2.45,standing
0.1254,0.9531,-0.1327,4.55,-0.56,-2.38,standing
0.1176,0.9501,-0.1381,4.2,-0.7,-2.31,standing
0.1205,0.9496,-0.1405,4.55,-0.98,-2.1,standing
0.1235,0.9472,-0.1371,4.76,-0.91,-1.82,standing
0.123,0.9482,-0.1342,4.83,-0.7,-1.96,standing
0.1244,0.9506,-0.1366,4.97,0.0,-1.89,standing
0.1274,0.9516,-0.1381,4.9,0.35,-1.68,standing
0.0005,0.955,-0.1415,4.06,0.56,-1.68,standing
0.1196,0.9492,-0.1469,4.06,0.35,-1.89,standing
0.1127,0.9423,-0.1513,4.83,-0.07,-1.54,standing
0.12,0.9433,-0.1484,5.6,-0.49,-1.19,standing
0.123,0.9516,-0.1459,5.25,-0.35,-1.4,standing
0.1264,0.956,-0.1386,4.76,0.21,-1.54,standing
0.1279,0.9526,-0.142,3.85,0.35,-1.89,standing
0.1235,0.9506,-0.143,4.27,0.77,-1.89,standing
0.123,0.9501,-0.1449,3.71,0.42,-1.96,standing
0.1244,0.9496,-0.1459,3.99,-0.07,-2.52,standing
0.1196,0.9511,-0.1454,4.48,0.07,-2.66,standing
0.1244,0.956,-0.143,4.27,0.07,-2.73,standing
0.1259,0.956,-0.1357,3.92,0.98,-2.45,standing
0.1215,0.9575,-0.143,3.29,1.54,-2.45,standing
0.1191,0.9506,-0.1469,3.22,1.26,-1.96,standing
0.1059,0.9472,-0.1488,3.22,0.77,-1.75,standing
0.1118,0.9443,-0.1474,3.71,0.49,-1.61,standing
0.1137,0.9477,-0.142,4.27,0.28,-1.4,standing
0.1147,0.9496,-0.144,4.2,0.35,-1.47,standing
0.1191,0.954,-0.1484,3.43,0.35,-1.61,standing
0.1196,0.9506,-0.1469,2.94,0.14,-1.4,standing
0.1142,0.9477,-0.1464,3.08,-0.28,-1.61,standing
0.1171,0.9492,-0.1513,3.22,-0.42,-1.96,standing
0.1176,0.9472,-0.1449,3.78,-0.56,-1.75,standing
0.1181,0.9526,-0.1479,3.36,-0.21,-1.75,standing
0.1166,0.9521,-0.143,3.01,-0.21,-1.75,standing
0.1122,0.9511,-0.1488,2.66,-0.35,-1.61,standing
0.1118,0.9477,-0.1518,2.87,-0.63,-1.33,standing
0.1078,0.9453,-0.1523,2.94,-1.68,-1.05,standing
0.1078,0.9482,-0.1527,3.29,-2.31,-0.91,standing
0.1122,0.9511,-0.1518,3.22,-2.17,-0.84,standing
0.1176,0.9536,-0.1444,3.64,-1.54,-0.98,standing
0.1196,0.9545,-0.1513,2.59,-1.61,-1.12,standing
0.1147,0.9516,-0.1444,2.17,-0.98,-1.05,standing
0.1166,0.9477,-0.1518,3.01,-0.84,-0.98,standing
0.1147,0.9506,-0.1464,2.66,-1.05,-0.7,standing
0.1152,0.9506,-0.1518,2.66,-0.91,-0.7,standing
0.1161,0.9477,-0.1488,2.38,-0.91,-0.77,standing
0.1205,0.9487,-0.1464,3.36,-0.14,-0.56,standing
0.1122,0.9526,-0.1459,3.08,0.7,-0.49,standing
0.1147,0.9536,-0.1513,2.24,0.49,-0.35,standing
0.1103,0.9487,-0.1508,1.96,0.14,0.35,standing
0.1064,0.9467,-0.1566,2.59,-0.63,0.14,standing
0.1074,0.9448,-0.1532,3.08,-0.98,0.42,standing
0.1113,0.9501,-0.1503,2.94,-1.4,0.28,standing
0.1166,0.9521,-0.1498,2.73,-0.91,0.07,standing
0.1176,0.9521,-0.1488,2.38,-0.63,0.21,standing
0.1113,0.9521,-0.1508,2.31,-0.63,0.28,standing
0.1064,0.9487,-0.1537,1.82,-1.19,0.63,standing
0.1074,0.9462,-0.1542,2.31,-1.89,0.77,standing
0.1074,0.9457,-0.1518,2.52,-2.24,1.05,standing
0.1137,0.9506,-0.1523,2.31,-2.31,0.91,standing
0.1181,0.9516,-0.1488,2.1,-2.1,0.98,standing
0.1186,0.9521,-0.1464,1.96,-2.03,0.84,standing
0.1166,0.9521,-0.1484,1.82,-1.68,1.12,standing
0.1161,0.9492,-0.1503,1.68,-1.96,1.12,standing
0.1122,0.9496,-0.1518,1.75,-2.24,1.19,standing
0.1137,0.9457,-0.1527,2.24,-2.1,1.4,standing
0.1122,0.9487,-0.1513,2.59,-2.03,1.47,standing
0.1137,0.9501,-0.1498,2.31,-1.96,1.47,standing
0.1157,0.9521,-0.1484,2.03,-2.17,1.75,standing
0.1122,0.9501,-0.1527,1.89,-2.24,1.89,standing
0.1137,0.9467,-0.1532,1.96,-2.52,1.82,standing
0.1171,0.9453,-0.1518,2.52,-2.66,2.1,standing
0.1181,0.9501,-0.1493,2.38,-2.73,2.1,standing
0.1191,0.9521,-0.1532,1.89,-2.66,1.61,standing
0.1196,0.9477,-0.1527,1.75,-2.52,1.82,standing
0.12,0.9448,-0.1537,2.38,-2.31,2.17,standing
0.1181,0.9516,-0.1484,2.59,-2.24,2.24,standing
0.1205,0.955,-0.142,1.89,-2.38,2.45,standing
0.1176,0.9536,-0.1469,1.05,-2.17,2.45,standing
0.12,0.9472,-0.1518,1.68,-2.24,2.31,standing
0.12,0.9453,-0.1542,2.31,-2.03,2.59,standing
0.1196,0.9472,-0.1523,2.66,-2.17,2.66,standing
0.1196,0.9526,-0.1498,2.1,-2.31,2.38,standing
0.1259,0.9487,-0.1503,1.82,-1.96,2.38,standing
0.1215,0.9482,-0.1537,1.89,-1.54,2.31,standing
0.1225,0.9462,-0.1523,1.82,-1.96,2.38,standing
0.12,0.9472,-0.1493,2.1,-2.17,2.66,standing
0.1254,0.9506,-0.1493,2.31,-1.89,2.59,standing
0.1279,0.9511,-0.142,1.61,-1.68,2.38,standing
0.1298,0.9545,-0.1464,1.05,-1.47,2.31,standing
0.1269,0.9467,-0.1449,1.33,-0.91,2.24,standing
0.1254,0.9462,-0.1532,1.61,-0.84,2.31,standing
0.1254,0.9462,-0.1444,1.82,-0.91,2.66,standing
0.1264,0.9496,-0.1527,1.89,-0.49,2.73,standing
0.1283,0.9487,-0.1484,1.96,-0.35,2.31,standing
0.1283,0.9482,-0.1493,1.75,0.0,2.45,standing
0.12,0.9467,-0.1488,1.75,-0.63,2.45,standing
0.123,0.9443,-0.1508,1.96,-1.26,2.73,standing
0.1269,0.9492,-0.1474,2.24,-1.54,2.8,standing
0.1293,0.9516,-0.1469,1.96,-1.26,2.52,standing
0.1313,0.9492,-0.1508,1.75,-0.98,2.31,standing
0.1298,0.9487,-0.144,2.1,-0.56,2.45,standing
0.1308,0.9501,-0.1479,1.82,-1.05,2.52,standing
0.1279,0.9506,-0.1527,1.05,-0.91,2.52,standing
0.1254,0.9448,-0.1518,1.33,-1.12,2.45,standing
0.1279,0.9418,-0.1552,1.96,-1.4,2.73,standing
0.1352,0.9462,-0.1498,2.31,-1.19,2.73,standing
0.1347,0.9511,-0.1381,1.96,-1.05,2.66,standing
0.1337,0.9516,-0.1444,1.33,-0.98,2.31,standing
0.1327,0.9492,-0.1508,0.84,-1.33,2.38,standing
0.1318,0.9453,-0.1513,0.91,-1.54,2.17,standing
0.1362,0.9409,-0.1513,1.89,-1.26,2.17,standing
0.1352,0.9482,-0.1488,1.68,-1.12,2.31,standing
0.142,0.9496,-0.1493,0.91,-1.05,2.17,standing
0.1386,0.9487,-0.1425,1.05,-0.42,2.03,standing
0.1366,0.9487,-0.1523,1.12,-0.42,1.96,standing
0.1318,0.9453,-0.1464,1.12,-1.19,2.52,standing
0.1327,0.9472,-0.1513,0.63,-1.4,2.45,standing
0.1352,0.9462,-0.1425,1.05,-1.47,2.31,standing
0.1362,0.9472,-0.1435,0.84,-1.47,2.31,standing
0.1454,0.9487,-0.1464,1.05,-1.54,1.89,standing
0.1401,0.9462,-0.1415,0.42,-1.19,1.54,standing
0.1435,0.9467,-0.1488,1.05,-1.12,1.54,standing
0.141,0.9472,-0.143,0.77,-1.19,1.82,standing
0.1396,0.9467,-0.1449,0.49,-1.33,1.54,standing
0.1405,0.9438,-0.1449,0.56,-1.47,1.19,standing
0.1396,0.9428,-0.1454,1.05,-1.47,1.26,standing
0.1425,0.9472,-0.1435,1.4,-1.54,1.4,standing
0.1425,0.9487,-0.1449,0.63,-1.54,1.05,standing
0.142,0.9448,-0.1435,0.7,-1.54,1.05,standing
0.142,0.9448,-0.143,1.19,-1.75,0.98,standing
0.142,0.9492,-0.1435,1.19,-1.68,0.98,standing
0.144,0.9511,-0.144,0.63,-1.89,0.63,standing
0.143,0.9453,-0.1396,0.77,-1.75,0.42,standing
0.1444,0.9448,-0.1449,1.12,-1.61,0.56,standing
0.143,0.9472,-0.143,1.05,-1.61,0.35,standing
0.1435,0.9472,-0.144,0.84,-1.61,0.35,standing
0.144,0.9482,-0.1425,0.63,-1.61,0.21,standing
0.141,0.9477,-0.1444,0.84,-1.47,0.14,standing
0.142,0.9472,-0.143,1.05,-1.47,-0.07,standing
0.1444,0.9457,-0.1435,1.05,-1.19,-0.14,standing
0.1415,0.9492,-0.143,0.98,-1.4,-0.28,standing
0.144,0.9482,-0.141,0.84,-1.26,-0.35,standing
0.1425,0.9467,-0.142,0.91,-1.47,-0.7,standing
0.1464,0.9448,-0.141,0.91,-1.26,-0.91,standing
0.142,0.9433,-0.1401,1.12,-1.33,-0.98,standing
0.1435,0.9492,-0.1405,1.19,-1.47,-1.12,standing
0.1405,0.9496,-0.1376,0.98,-1.33,-1.26,standing
0.144,0.9501,-0.1376,0.63,-1.33,-1.61,standing
0.1459,0.9457,-0.1386,0.77,-1.26,-1.61,standing
0.1415,0.9462,-0.1405,1.47,-1.26,-1.75,standing
0.1396,0.9477,-0.1347,1.12,-1.61,-1.89,standing
0.142,0.9516,-0.1396,0.84,-1.4,-2.17,standing
0.1425,0.9453,-0.1386,1.12,-1.19,-2.24,standing
0.1415,0.9462,-0.1381,1.54,-0.98,-2.1,standing
0.1425,0.9467,-0.1376,1.89,-0.84,-2.31,standing
0.1391,0.9501,-0.1347,1.54,-0.91,-2.31,standing
0.1391,0.9482,-0.1332,1.47,-1.19,-2.52,standing
0.1386,0.9453,-0.1352,1.47,-1.33,-2.52,standing
0.1352,0.9467,-0.1352,1.96,-1.19,-2.52,standing
0.1362,0.9467,-0.1362,2.1,-1.26,-2.45,standing
0.1366,0.9487,-0.1371,1.61,-1.47,-2.45,standing
0.1347,0.9487,-0.1401,1.61,-1.33,-2.52,standing
0.1352,0.9457,-0.1381,2.03,-1.26,-2.31,standing
0.1357,0.9467,-0.1386,2.24,-1.05,-2.38,standing
0.1357,0.9487,-0.1401,1.89,-1.05,-2.45,standing
0.1342,0.9477,-0.1391,1.89,-1.19,-2.38,standing
0.1322,0.9438,-0.1376,2.1,-1.26,-2.17,standing
0.1347,0.9467,-0.1347,2.73,-1.12,-2.1,standing
0.1357,0.9516,-0.1347,2.31,-0.98,-2.38,standing
0.1322,0.9526,-0.1337,1.96,-0.98,-2.31,standing
0.1318,0.9521,-0.1371,1.75,-0.84,-2.52,standing
0.1327,0.9457,-0.1401,1.89,-0.91,-2.31,standing
0.1332,0.9453,-0.1401,2.66,-0.77,-2.38,standing
0.1318,0.9501,-0.1376,2.73,-0.7,-2.38,standing
0.1308,0.9511,-0.1362,2.38,-0.84,-2.31,standing
0.1337,0.9477,-0.1357,2.24,-0.49,-2.38,standing
0.1279,0.9487,-0.1371,2.59,-0.7,-2.1,standing
0.1298,0.9496,-0.1376,2.73,-0.56,-2.1,standing
0.1269,0.9487,-0.1391,2.52,-0.98,-1.96,standing
0.1274,0.9477,-0.1405,2.66,-1.05,-1.68,standing
0.1269,0.9482,-0.1415,2.8,-1.26,-1.54,standing
0.1293,0.9501,-0.1391,2.52,-1.19,-1.47,standing
0.1279,0.9492,-0.141,2.59,-0.91,-1.47,standing
0.1269,0.9482,-0.1381,2.94,-0.98,-1.26,standing
0.1269,0.9506,-0.1386,2.73,-0.91,-0.98,standing
0.1254,0.9501,-0.1352,2.87,-1.19,-1.19,standing
0.1259,0.9516,-0.1352,2.45,-1.33,-0.84,standing
0.1288,0.9496,-0.1391,2.94,-1.33,-0.84,standing
0.1269,0.9492,-0.1357,2.94,-1.33,-1.05,standing
0.1269,0.9487,-0.1425,2.73,-1.54,-0.98,standing
0.1259,0.9467,-0.1401,2.87,-1.19,-0.77,standing
0.1274,0.9496,-0.1396,3.29,-1.05,-0.77,standing
0.1283,0.9492,-0.1415,2.94,-1.26,-0.63,standing
0.124,0.9501,-0.1391,2.8,-1.33,-0.56,standing
0.1283,0.9492,-0.1425,2.87,-1.26,-0.63,standing
0.1254,0.9472,-0.1376,3.22,-1.54,-0.49,standing
0.121,0.9492,-0.1327,3.36,-1.33,-0.63,standing
0.1293,0.9526,-0.1415,2.59,-1.4,-0.84,standing
0.1327,0.9496,-0.1352,2.66,-1.19,-0.7,standing
0.1254,0.9501,-0.1405,2.87,-1.05,-1.12,standing
0.1225,0.9492,-0.142,2.59,-1.61,-0.91,standing
0.124,0.9472,-0.142,2.94,-1.54,-0.98,standing
0.1279,0.9477,-0.1425,3.36,-1.26,-0.91,standing
0.1293,0.9516,-0.1415,2.94,-1.4,-0.91,standing
0.1293,0.9487,-0.1396,3.15,-1.05,-0.91,standing
0.1264,0.9511,-0.1401,3.43,-1.05,-1.05,standing
0.124,0.9516,-0.1405,3.01,-1.26,-0.98,standing
0.1235,0.9487,-0.142,3.15,-1.19,-1.12,standing
0.1249,0.9492,-0.1435,3.36,-1.33,-0.98,standing
0.122,0.9487,-0.1401,3.36,-1.4,-1.12,standing
0.1249,0.9511,-0.1405,3.22,-1.33,-1.05,standing
0.1288,0.9501,-0.1401,3.22,-1.12,-0.98,standing
0.1269,0.9516,-0.1391,3.29,-0.63,-1.05,standing
0.123,0.9506,-0.1425,3.08,-0.7,-1.19,standing
0.1215,0.9521,-0.144,2.94,-1.12,-1.12,standing
0.121,0.9472,-0.1449,3.22,-1.19,-0.98,standing
0.124,0.9492,-0.1449,3.08,-1.05,-0.98,standing
0.1269,0.9482,-0.142,3.5,-1.19,-0.98,standing
0.123,0.9496,-0.1444,3.36,-1.12,-0.98,standing
0.1269,0.9501,-0.1415,3.08,-0.98,-1.12,standing
0.1264,0.9492,-0.1405,3.08,-0.28,-0.91,standing
0.121,0.9482,-0.1479,3.22,-0.63,-0.91,standing
0.1176,0.9487,-0.1469,3.15,-0.91,-0.63,standing
0.1215,0.9467,-0.1484,3.5,-1.19,-0.63,standing
0.1196,0.9511,-0.1449,3.5,-1.26,-0.56,standing
0.1235,0.9531,-0.1454,3.08,-1.26,-0.56,standing
0.1225,0.9467,-0.1459,2.94,-1.26,-0.63,standing
0.1235,0.9487,-0.1454,3.22,-1.19,-0.56,standing
0.123,0.9496,-0.1469,2.8,-1.47,-0.56,standing
0.1249,0.9516,-0.1444,2.52,-1.4,-0.63,standing
0.1254,0.9526,-0.1493,2.52,-1.05,-0.91,standing
0.121,0.9492,-0.1449,2.66,-1.26,-1.05,standing
0.122,0.9492,-0.1503,2.66,-1.47,-0.91,standing
0.122,0.9496,-0.1459,2.8,-1.05,-0.98,standing
0.1235,0.9501,-0.1459,2.52,-1.33,-0.98,standing
0.1249,0.9496,-0.1469,2.45,-0.98,-0.98,standing
0.1205,0.9496,-0.1469,2.45,-1.33,-1.05,standing
0.1215,0.9496,-0.1464,2.52,-1.75,-1.05,standing
0.12,0.9482,-0.143,2.59,-1.54,-1.05,standing
0.123,0.9482,-0.144,2.45,-1.68,-0.84,standing
0.12,0.9492,-0.1454,2.73,-1.61,-0.77,standing
0.1205,0.9492,-0.1474,2.52,-1.68,-0.84,standing
0.1235,0.9477,-0.1444,2.59,-1.33,-0.84,standing
0.124,0.9501,-0.1488,2.87,-1.19,-0.77,standing
0.1215,0.9501,-0.1464,2.73,-0.98,-0.63,standing
0.12,0.9492,-0.1449,2.73,-0.98,-0.56,standing
0.1191,0.9487,-0.1474,2.73,-0.91,-0.49,standing
0.1191,0.9492,-0.1488,2.87,-1.19,-0.42,standing
0.1166,0.9482,-0.1474,2.8,-1.47,-0.07,standing
0.1196,0.9467,-0.1474,2.8,-1.47,-0.14,standing
0.1215,0.9496,-0.1464,2.73,-1.4,-0.21,standing
0.1205,0.9496,-0.1464,2.8,-1.33,-0.21,standing
0.123,0.9501,-0.1415,2.66,-0.91,-0.07,standing
0.1171,0.9526,-0.1498,2.45,-0.56,-0.07,standing
0.1176,0.9492,-0.1459,2.52,-1.12,0.14,standing
0.1171,0.9467,-0.1469,2.59,-1.4,0.49,standing
0.12,0.9521,-0.1518,2.52,-1.33,0.21,standing
0.121,0.9501,-0.1449,2.24,-1.12,0.42,standing
0.121,0.9496,-0.1513,2.24,-1.26,0.42,standing
0.1191,0.9448,-0.1498,2.59,-1.33,0.49,standing
0.121,0.9501,-0.1464,2.87,-0.98,0.42,standing
0.1269,0.9516,-0.1469,2.59,-0.77,0.42,standing
0.1249,0.9501,-0.143,2.17,-0.56,0.28,standing
0.1176,0.9482,-0.1469,2.45,-0.7,0.28,standing
0.12,0.9492,-0.1503,2.17,-1.19,0.35,standing
0.1186,0.9492,-0.1425,2.8,-1.26,0.42,standing
0.1215,0.9511,-0.1454,2.52,-1.12,0.42,standing
0.124,0.9521,-0.1479,2.24,-0.84,0.14,standing
0.1254,0.9462,-0.1435,2.38,-0.7,0.14,standing
0.1215,0.9492,-0.1479,2.59,-0.98,0.42,standing
0.1191,0.9477,-0.1469,2.38,-1.26,0.42,standing
0.1225,0.9467,-0.1479,2.66,-1.26,0.56,standing
0.122,0.9477,-0.1508,3.01,-1.19,0.84,standing
0.1191,0.9487,-0.1479,2.52,-1.4,0.91,standing
0.1215,0.9501,-0.1498,2.45,-1.33,0.98,standing
0.121,0.9506,-0.1484,2.38,-1.19,1.33,standing
0.121,0.9487,-0.1479,2.73,-1.19,1.4,standing
0.1196,0.9506,-0.1503,2.45,-1.19,1.47,standing
0.124,0.9467,-0.1464,2.31,-0.84,1.75,standing
0.1259,0.9472,-0.1503,2.52,-0.84,1.47,standing
0.1215,0.9511,-0.1503,2.24,-0.7,1.68,standing
0.1235,0.9501,-0.1513,2.17,-0.77,1.54,standing
0.1235,0.9438,-0.1484,2.59,-0.7,1.61,standing
0.1205,0.9472,-0.1518,2.1,-0.91,1.68,standing
0.1254,0.9492,-0.1484,2.1,-1.12,1.75,standing
0.1279,0.9487,-0.1503,2.59,-0.77,1.89,standing
0.1283,0.9501,-0.1488,2.24,-0.84,1.75,standing
0.1259,0.9482,-0.1474,2.17,-0.7,1.47,standing
0.1235,0.9467,-0.1474,2.31,-1.05,1.75,standing
0.124,0.9487,-0.1488,2.24,-0.63,1.82,standing
0.1279,0.9492,-0.1508,2.45,-0.56,1.4,standing
0.1283,0.9496,-0.1444,2.31,-0.84,1.89,standing
0.1235,0.9482,-0.1493,2.03,-0.91,1.61,standing
0.1283,0.9487,-0.1498,2.17,-1.19,1.61,standing
0.1308,0.9472,-0.1484,2.52,-1.12,1.75,standing
0.1283,0.9482,-0.1498,2.17,-1.12,1.75,standing
0.1303,0.9477,-0.1474,1.96,-0.91,1.54,standing
0.1308,0.9477,-0.1518,2.24,-0.77,1.75,standing
0.1274,0.9462,-0.1513,2.03,-0.84,1.68,standing
0.1274,0.9467,-0.1513,2.24,-0.77,1.82,standing
0.1235,0.9482,-0.1449,2.03,-1.19,1.89,standing
0.1322,0.9492,-0.1503,1.96,-1.68,1.68,standing
0.1357,0.9462,-0.1454,2.24,-1.61,1.82,standing
0.1313,0.9477,-0.1459,2.17,-1.05,1.33,standing
0.1352,0.9516,-0.1523,1.75,-1.54,1.12,standing
0.1362,0.9453,-0.1493,2.17,-1.19,1.33,standing
0.1362,0.9443,-0.1508,2.66,-0.91,1.26,standing
0.1322,0.9482,-0.1508,2.31,-0.98,1.33,standing
0.1288,0.9467,-0.1484,2.31,-1.05,1.61,standing
0.1283,0.9477,-0.1459,2.73,-0.98,1.82,standing
0.1249,0.9496,-0.1484,2.52,-1.75,1.82,standing
0.1293,0.9487,-0.1464,2.24,-2.03,1.96,standing
0.1381,0.9496,-0.1474,2.17,-2.1,1.96,standing
0.1376,0.9482,-0.1508,2.1,-1.54,1.33,standing
0.1347,0.9472,-0.1513,2.45,-1.61,1.19,standing
0.1366,0.9467,-0.1488,2.17,-2.1,1.54,standing
0.1366,0.9482,-0.1513,2.52,-1.47,1.05,standing
0.1415,0.9477,-0.1493,2.38,-1.33,0.91,standing
0.1405,0.9462,-0.1454,2.66,-0.98,0.98,standing
0.1362,0.9487,-0.1464,2.59,-1.19,0.84,standing
0.1337,0.9496,-0.1493,1.82,-1.4,0.49,standing
0.1376,0.9438,-0.1513,2.17,-1.4,0.91,standing
0.1362,0.9443,-0.1513,2.94,-1.05,0.84,standing
0.1357,0.9443,-0.1469,3.01,-1.4,0.91,standing
0.1352,0.9487,-0.1479,2.87,-1.05,1.05,standing
0.1376,0.9477,-0.1523,2.52,-0.84,0.77,standing
0.1391,0.9457,-0.1484,2.24,-1.12,0.98,standing
0.1391,0.9433,-0.1498,3.08,-0.77,0.91,standing
0.1391,0.9477,-0.1454,3.29,-0.49,0.77,standing
0.1391,0.9516,-0.1469,2.52,-0.35,0.63,standing
0.1405,0.9531,-0.1444,2.31,-0.28,0.49,standing
0.141,0.9467,-0.1474,2.1,-0.14,0.77,standing
0.1386,0.9472,-0.1552,2.03,-0.14,0.56,standing
0.1318,0.9453,-0.1576,2.45,-0.42,0.63,standing
0.1327,0.9394,-0.1562,2.45,-0.56,1.05,standing
0.1371,0.9414,-0.1513,3.36,-0.07,1.05,standing
0.1362,0.9477,-0.1464,3.22,0.35,1.19,standing
0.1342,0.9496,-0.1576,2.52,-0.14,1.61,standing
0.1215,0.9492,-0.1518,2.24,-0.7,1.19,standing
0.1308,0.9443,-0.1518,2.24,-2.94,0.98,standing
0.1523,0.9453,-0.1444,2.17,-2.52,1.54,standing
0.1527,0.9477,-0.142,3.01,-1.4,0.0,standing
0.1532,0.9545,-0.1488,1.82,-0.35,-0.84,standing
0.1493,0.9482,-0.1518,0.84,0.0,-0.84,standing
0.1435,0.9414,-0.1566,1.75,0.28,-0.49,standing
0.1371,0.9414,-0.1537,2.24,0.07,0.07,standing
0.1327,0.9462,-0.1581,2.03,-0.49,0.21,standing
0.1293,0.9472,-0.1488,2.17,-0.77,-0.14,standing
0.1401,0.9448,-0.1518,2.59,-0.98,0.28,standing
